"tag","scenario","phi","alpha_true","N","sim","ok_tsbb","ok_bbjm","alpha_tsbb","se_tsbb","alpha_bbjm","se_bbjm","beta0_tsbb","beta0_bbjm","beta1_tsbb","beta1_bbjm","phi_tsbb","phi_bbjm","time_tsbb","time_bbjm"
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,25,TRUE,TRUE,-0.101517612518818,0.0801655328348659,-0.115978365537844,0.0909384798632375,0.391294299826867,0.402345499671777,-0.0683862939338005,-0.0983794184315871,1.21924005790336,1.2207945753414,0.266999999999996,0.938000000000045
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,26,TRUE,TRUE,-0.0214563995690719,0.0743920590361368,-0.0249001305963472,0.0813975908884917,0.520089051267038,0.521759547431426,-0.0716878074971951,-0.0767583819048827,1.21326042153976,1.21305691360142,0.421000000000049,1.22200000000004
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,27,TRUE,TRUE,-0.099268512503219,0.0875535166628527,-0.107006637745646,0.0989250507852454,0.622780332807012,0.623374325168777,-0.142310775764356,-0.156142643233147,1.18642574170724,1.18180647857821,0.326999999999941,1.07300000000004
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,28,TRUE,TRUE,-0.246873076247747,0.1009041538335,-0.31094268525171,0.134741351212791,0.436317916103071,0.438256976264687,-0.0333615469677378,-0.0685389387564751,1.3403802827229,1.33687537921972,0.270000000000039,1.024
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,29,TRUE,TRUE,-0.0677477460713708,0.068511045666018,-0.0766691570395035,0.0751918191195841,0.189298352152009,0.191463393676197,-0.0344703499108897,-0.0458563791524569,0.894965142078703,0.901417201572613,0.287000000000035,0.909999999999968
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,30,TRUE,TRUE,-0.0570795587080002,0.0829677556200634,-0.0716487839923332,0.0919447614372717,0.0598878644909677,0.0602970713895876,0.132419188333811,0.121558603268172,1.18379442733049,1.1810797068355,0.375999999999976,1.21199999999999
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,31,TRUE,TRUE,-0.0452375783423109,0.0756929461704435,-0.0516970084535234,0.083702839550874,0.723683511308024,0.7250441642079,-0.132112307286014,-0.1390320022976,1.02729322836648,1.02875396463911,0.414999999999964,1.33499999999998
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,32,TRUE,TRUE,-0.13758823838532,0.0792626667422726,-0.158907944519634,0.0898965869117549,0.443423558447683,0.443145465311582,-0.117432457978026,-0.137351414697382,1.09972800580383,1.11493137129147,0.262,1.22300000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,33,TRUE,TRUE,-0.131811280797176,0.0665815081328713,-0.153428148657829,0.0757623111796763,0.451561651846371,0.46232192286591,-0.07468943735596,-0.110369611758997,0.93403961589118,0.932715479457892,0.281999999999982,1.02500000000003
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,34,TRUE,TRUE,-0.135857120676381,0.0819438818683205,-0.161015639146445,0.0931023635767654,0.290562554162961,0.292919540261008,-0.0307064944736599,-0.0537671936402403,1.01891193060462,1.0148260786896,0.399000000000001,1.24099999999999
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,35,TRUE,TRUE,-0.181005247238543,0.0708235225320402,-0.242845944186278,0.102272141280136,0.560757738057553,0.582510197063841,-0.223071369655594,-0.277538497170936,0.780225723644798,0.795340912423638,0.267999999999972,1.01000000000005
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,36,TRUE,TRUE,-0.00686373665525926,0.074117519858964,-0.0164373570251127,0.082818405122246,0.112805042303026,0.114944466912028,0.0146321843741306,0.0105532258874563,0.904530319568333,0.904006297646918,0.291999999999916,1.06300000000005
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,37,TRUE,TRUE,-0.151134514927071,0.0817471865737758,-0.182869846444324,0.0958323867025573,0.211481805889839,0.233409539130155,-0.0953719450604714,-0.140936194295983,1.13409749565993,1.12264838389228,0.329000000000008,1.19799999999998
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,38,TRUE,TRUE,-0.224616480834274,0.0810606680031736,-0.266348903742662,0.102942977696654,0.561969564794463,0.568343329906742,-0.113392282373148,-0.152956730733185,1.09387727704728,1.10675379593949,0.258999999999958,1.02299999999997
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,39,TRUE,TRUE,-0.0595114665196093,0.0726967339539164,-0.0731143534101731,0.0923994173149414,0.504879267434606,0.521464763671822,-0.107311851789808,-0.141887574606521,1.16222592678026,1.17197921240648,0.262999999999977,1.01400000000001
"Sc2_phi1_alpha-0.15",2,1,-0.15,100,40,TRUE,TRUE,-0.0816051215071594,0.076963773987658,-0.094190636636188,0.0845771795063794,0.833932941952129,0.837974122277461,-0.132823690469113,-0.147507990751184,1.25946097373371,1.26242293588485,0.314000000000021,1.00300000000004
